text,sentiment
"RT @SomeXT: Wenn Du das liest, weißt Du, dass es Zeit ist, sich um die Demokratie in Deutschland Sorgen zu machen.. https://t.co/TNOy3Ysp3C",positive
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507056121 https://t.co/SITItFYtS1,neutral
RT @66Freedom66: Die 'Logik' der #Grünen ! Eine Partei die man in #Deutschland nicht braucht!,negative
#GrueneVersenken #Europa #Merkel #AfD… ,negative
The SchlaflosinSchland Daily wurde soeben publiziert! https://t.co/yUCUdFyCLV Vielen Dank an @via_delcredere @83Schildi @Null_Euro #afd,positive
RT @AfDBerlin: Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… ,negative
RT @Woelfe66: „Eigentlich ist Angela Merkel abgewählt worden. Alle spüren das. Nur Angela Merkel nicht.“,negative
https://t.co/FwaXngssRE,negative
"RT @Korallenherz: Die Angst endlich ernst nehmen? Ja, die der von Nazis verfolgten, bei allem anderen: Fickt euch. https://t.co/OJi0W1O06I",negative
"Schädlinge und ""Zersetzung"" - aus dem Innenleben einer #faschistischen Partei.",negative
"Die Frage ist doch, ob @Dana_Guth_AfD richtig lag mit der Einschätzung zu @ArminPaulHampel. Zerlegt sich @AfD_Ni no… https://t.co/TTg98mg5DI",negative
Rajoy hará buena a la Merkel. #politics https://t.co/3xKMqLeY5f,negative
"RT @DieterBrehms: #Ost_und_West Viele ""Wessis"" wählen #AfD, viele ""Ossis"" wählen AfD - also wo ist das Problem? Hört auf zu spalten,… ",negative
@el_pais Angela Merkel no habla inglés tampoco.,negative
RT @66Freedom66: Wieder ein Toter mehr durch ein #Flüchtling ! 30 Jähriger DE starb Freitag aus #Wittenberg !,negative
#CDU #SPD #Grüne #AfD… ,negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/JwSXrbL4hh,negative
"@Bobilly10 @kimhotlips It’s the stupid Germans, they want this scum in their countries they voted Merkel again, the… https://t.co/YuqQhNoLHG",positive
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
@ARCHITEKTENHAUS Angela Merkel action fiqur 13 evro  1. 10 evro if 6 FREE SHIPPING,negative
https://t.co/sPgbmPI5jg ,negative
ebay too https://t.co/WtAeNDCEvl,negative
"RT @drbrandner: Jetzt wissen wir endlich, warum ein Bild Katharinas der Großen auf Frau Merkels Schreibtisch steht: Potemkin. https://t.co/…",negative
"RT @BlondJedi: Merkel eint das Land. Ostdeutsche Städte werden bald ähnlich befremdliche Innenstädte haben,  wie westdeutsche. ",positive
#TagderDeut…,negative
"RT @dushanwegner: Man kann nur träumen, was aus Deutschland hätte werden können, wäre nach Kohl und Schröder nicht Merkel gekommen. S… ",negative
RT @Blazer_MUC: #Munich München,neutral
may I suck you?,negative
darf ich dir einen blasen?,negative
#afd #oktoberfest #pegida #fcbayern https://t.co/y…,negative
"@Kneipenranger Dann geh halt nach Österreich, wenn da alles besser ist. In wenige Staaten der Welt, funktionieren D… https://t.co/c0bafgyrit",negative
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
Merkel muss Weg https://t.co/CT781XLzka,negative
RT @krk979: Wie war 1989/90 nochmals die Position Ihrer Partei zur Wiedervereinigung? Frage für einen Freund. https://t.co/yjN6Ewk8hL,negative
"RT @LarsVanRome1: WIR WESTDEUTSCHE KÖNNEN UNS FÜRWAHR VON DEN SACHSEN EINE SCHEIBE ABSCHNEIDEN !!! Dresdner, wir sind stolz auf euch. https…",positive
"@misterfashion24 @hankalinchen Nicht ganz. Hitler hatte erst sein Ermächtigungsgesetz durchgebracht,bevor er Deutsc… https://t.co/g7L79QdFBR",negative
"Président algérien Bouteflika prie à genoux la chancelière allemande Angela Merkel de visiter l’Algérie, un pays en ruine et non sécurisé",negative
@akerstan @bszess @AndyGER @sandmango2005 Absolut unkorrekt richtig. Aber Ihre Aussage das #afd‘ler nix im öffentli… https://t.co/yKy2czeByP,positive
RT @KeineAFD2017: Keine Steuergelder mehr für Sachsen! Ende jetzt! Ich unterstütze nicht ein Nazis Verscheuchtes Nazi Sachsen! #AFD  https:…,negative
"RT @LisaHenegauwen: Openbaar, op straat in #Bonn #Duitsland",negative
@itvnews @piersmorgan @GMB Let's hope not merkel is a prime leader of disarming citizens and then letting terrorist… https://t.co/vBQdlV14IZ,positive
RT @Artaxerxessa: #Auslandspresse lesen! Das Ausmaß der Zerrüttung unserer Demokratie wird in der Schweiz analysiert &amp; beschrieben: https:/…,neutral
"RT @stefanolix: Woher kommen die 5,9 Millionen Wählerinnen und Wähler der AfD? Die Antwort wird manchen überraschen. Datenquelle:… ",neutral
RT @UbbelohdeBerlin: Rot-Rot-Grün verspricht Rente mit 37!,negative
"Oh, warten Sie... Gilt nur für ihre eigenen Mitarbeiter.",positive
Allen Feiertagsfreuden zum Trotz. Der Schock sitzt immer noch tief nach der Bundestagswahl. 27 Jahre nach der... https://t.co/fYiH5ndfwm,negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/RjurBP6iB1,negative
"RT @Frank_Pasemann: Meine Heimat, die ich liebe, heißt nicht „dieses Land“! Meine Heimat heißt Deutschland! Für Deutschland kämpfe ich… ",positive
"Der doofe Restdeutsche schaufelt sich sein Grab selbst, indem er sich von Naaazis distanziert, eine ""#AfD der Mitte"" will und rumjammert.",negative
RT @Kittypunk7: Das steht den Inszenierungen eines späten Erich Honeckers wirklich in nichts nach. https://t.co/HwAjkEtk0r,negative
RT @Frank_Pasemann: Unfassbar! Solche Menschen lässt die #Merkelregierung zu tausenden  nach Deutschland. Sie sind Gäste und bedrohen D… ,negative
"RT @drbrandner: Jetzt wissen wir endlich, warum ein Bild Katharinas der Großen auf Frau Merkels Schreibtisch steht: Potemkin. https://t.co/…",negative
RT @Woelfe66: „Eigentlich ist Angela Merkel abgewählt worden. Alle spüren das. Nur Angela Merkel nicht.“,negative
https://t.co/FwaXngssRE,negative
Gut beobachtet. #noafd https://t.co/FuXY4pHcbe,positive
"@Kneipenranger Dann geh halt nach Österreich, wenn da alles besser ist. In wenige Staaten der Welt, funktionieren D… https://t.co/mQefdZ4Mnd",negative
RT @dropeaves: Gibt es dazu eine Stellungnahme der @CSU_lt oder geht das in Ordnung? https://t.co/8M5h5c828n,positive
RT @Joyceeee77: Who the hell does Merkel think she is sooner we are out the better she must be very worried about Boris https://t.co/oJTtA5…,positive
68% aller AfD Wähler leben in Westdeutschland https://t.co/QnMV8NeEeN Und sie hat überproportional viele Doktoren in ihren Rängen.,negative
Und wen interessierte die Rede? Eh nur Parolen und sonstiges Gewäsch. https://t.co/md9yfHboNf,negative
"RT @lawyerberlin: Das tue ich mir nicht an: Antideutschen wie #Merkel, #GöringEckhardt u. #Lindner, die #Deutschland abschaffen, beim… ",positive
RT @PoliticsSense: Government preparing for ‘no deal’,negative
Juncker will tell Merkel not to sell us any more goods &amp; she'll agree.... NOT,positive
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @Juergen_Fritz: @RegSprecher Aufruf an alle CDU-Mitglieder: Treten Sie aus dem Merkel-Vasallen-Verein aus! https://t.co/HyqfX81YQf,negative
"RT @PilgramsWords: ""Das ist ein anderes Land!"" #Seehofer tut als habe er d Dimension des #KalergiPlan s begriffen. Warum fordert er da… ",negative
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @BukowskisNephew: 2016 war #Seehofer noch ehrlicher was die Flüchtlingszahlen und deren Auswirkungen auf Deutschland betrifft.,positive
RT @krk979: Wie war 1989/90 nochmals die Position Ihrer Partei zur Wiedervereinigung? Frage für einen Freund. https://t.co/yjN6Ewk8hL,negative
"RT @dw_politik: Was für ein Unterschied am #TagderDeutschenEinheit: Wut und Buhrufe 2016 in #Dresden, Selfies mit #Merkel und… ",negative
@Blogzentrale Angela Merkel action fiqur 13 evro  1. 10 evro if 6 FREE SHIPPING,negative
„#AlternativeMitte“: Diese Geste finden „gemäßigte“ #AfD'ler #verfassungsfeindlich,negative
Die vermeintlich bürgerlichen... https://t.co/gfrU9Jh8k8,negative
RT @darkegg4ever: Millionen um Merkel &amp; Co am #TagderDeutschenEinheit abzuschirmen.,neutral
Krankenschwestern können von Sicherheit nach dem Nachtd…,negative
RT @kiser_let: #Jamaika scheitert wohl an der #AfD &amp; dem nun folgenden Rechtsruck von #CSU &amp; Ost-#CDU,negative
https://t.co/V1lqbCKeCF,negative
"wer will schon deutsche Frauen mit ihren dünnen Haaren, die aus 5 Strähnen auf dem Kopf gemacht sind lol https://t.co/KLpQWWu6NA",positive
Da hat sie aber noch viel zu lernen von  #Kim #SED #Erdogan wie man Beliebtheit faked #CDU #Merkel… https://t.co/8FiJZJixuM,positive
RT @MartinaHolst: 68% aller AfD Wähler leben in Westdeutschland https://t.co/QnMV8NeEeN Und sie hat überproportional viele Doktoren in ihre…,negative
"@benrol61 @ndaktuell @bodoramelow Es geht nicht um Einkünfte, es geht um Lebensverhältnisse.",negative
"Eben: Freiheit, Demokr… https://t.co/6FagGWXwS2",negative
RT @UbbelohdeBerlin: Rot-Rot-Grün verspricht Rente mit 37!,negative
"Oh, warten Sie... Gilt nur für ihre eigenen Mitarbeiter.",positive
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
RT @darkegg4ever: Millionen um Merkel &amp; Co am #TagderDeutschenEinheit abzuschirmen.,neutral
Krankenschwestern können von Sicherheit nach dem Nachtd…,negative
@Rauscher_RO Ost/West-Spaltung ist sicher ein großes Thema - war aber sicher keines der #AfD...,negative
RT @AfDBerlin: Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… ,negative
RT @Blazer_MUC: #Munich München,neutral
may I suck you?,negative
darf ich dir einen blasen?,negative
RT @MartinaHolst: 68% aller AfD Wähler leben in Westdeutschland https://t.co/QnMV8NeEeN Und sie hat überproportional viele Doktoren in ihre…,negative
RT @kardasiapat: Düsseldorf:Prügeltour durch S-Bahnhöfe: Schlägertrupp verletzt Männer krankenhausreif https://t.co/q4BXW1IGP4 #Migranten m…,negative
#Merkel a gagné les élections !?,negative
Elle va devoir se coaliser avec 4 parties pour espérer régner,negative
Plus vu depuis 60 ans,negative
RT @ShakRiet: @ProDE2017 Vor einigen Wochen hat die Mainzer Polizei bei einer #Merkel-Kundgebung ohne Rechtsgrundlage Protestrufer vom Domp…,negative
RT @1956bbay: #GermanyDecides #GermanElections #sundaypolitics Could you sign here please to support #1950swomen https://t.co/CYSqBkaQmn,negative
@focusonline Merkel Land und Ihre Diktatur,negative
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
"RT @Andreas_B1985: @dushanwegner Viele Linke, auch in den alten Bundesländern haben es damals nie überwunden, das der realexistierende… ",negative
https://t.co/LMZVfUXLuE,negative
RT @Tastenspieler: A7 Ziel der (politischen) Bildung: Sie soll Demokratie und Partizipation fördern. #edchatDE,negative
@Ismailtipi @KumaAndrea Ich muss Ihnen leider mitteilen dass die Terrororganisation #Antifa und #Merkel damit nicht… https://t.co/krHF7XFhtD,negative
RT @lawyerberlin: #Linke Boykotthetze und #Denunziantentum zum #Feiertag. Alltag in #Deutschland. #tde17 #AfD https://t.co/pIL3MyEIL7,negative
RT @Facesworld: Will keiner hören in Politik und Presse. Schon gar nicht in @CDU und #AfD.,negative
Da ist #Linksextremismus ein viel spanne… ,negative
"RT @vanBerlichingen: Aufgrund der derzeitig gültigen Zensur in Merkel Deutschland, kann über die Täterherkunft nichts gesagt werden.",negative
@aotto1968_2 @F_von_Steiner Da reitet sozusagen #Merkel in den Dialogen mit!,negative
... #Merkel in Kleid auf einem Pferd würde blöd aussehen...,negative
RT @Blazer_MUC: #Munich München,neutral
may I suck you?,negative
darf ich dir einen blasen?,negative
#afd #oktoberfest #pegida #fcbayern https://t.co/y…,negative
RT @Loose_AfD: In Regierungs-Erklärungen verschwindet das deutsche #Volk. - In der #AfD lebt es auf! https://t.co/5paOStPPpw,neutral
RT @welt: Demokratie-Abgabe: Das bedeutet das neue Urteil zum Rundfunkbeitrag https://t.co/JM3dOtOr94 https://t.co/GVGzKywD7g,neutral
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
RT @wmoebius: @zeitonline @lugreven Die Angstbürger ernst nehmen die #AfD gewählt haben? Und was ist mit den Ängsten vor der AfD… ,negative
"RT @MalteKaufmann: Spalterischer Bundespräsident spricht von ""neuen Mauern"", die er durch verantwortungslose Politik mit aufgebaut hat.",negative
"RT @OezcanMutlu: Ich will&amp;kann mich als Demokrat nicht mit d. #AfD abfinden.Wer meinesgleichen in Anatolien “entsorgen“ will,ist eine Schan…",negative
"Ein Bild für alle, die meinen, eine Urnen-#Demokratie sei bloss #Protodemokratie. Eine Urne ist nicht alles,aber oh… https://t.co/5QFezaEFSz",positive
"RT @Frank_Pasemann: Meine Heimat, die ich liebe, heißt nicht „dieses Land“! Meine Heimat heißt Deutschland! Für Deutschland kämpfe ich… ",positive
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
"RT @BlondJedi: Merkel+etc wollen 'offenes Deutschland, grenzenlos' für uns, aber sind durch Betonblöcke ,kilometerlange Zäune, 100… ",negative
"RT @IBDeutschland: Die #Bundestagswahl ist vorbei, die #Reconquista geht weiter. #Metapolitik ist unser eigentliches Betätigungsfeld.",positive
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/Z6Vjcv55vW,negative
Yeah! #Sachsenbashing! Obwohl die #AfD im Mainzer Landtag sitzt! https://t.co/qQdz8wLuSt,negative
@ShakRiet Wir lieben unser Land,positive
"All die Korruption, die Union",negative
Wir lieben unser Land,positive
#Jubelperser… https://t.co/GEJDimcQmG,negative
"RT @dushanwegner: Man kann nur träumen, was aus Deutschland hätte werden können, wäre nach Kohl und Schröder nicht Merkel gekommen. S… ",negative
"RT @dushanwegner: Vergessen wir nicht: #NetzDG wurde von #CDU, #CSU + #SPD beschlossen - #Grüne enthielten sich feige. Lupenreine Dem… ",neutral
RT @meischer: @focusonline Seit 2 Jahren geht es nicht nur mit der #Wiesn sondern ganz #Merkel Deutschland steil bergab.… ,negative
mir ging und geht es genauso. Jetzt erst recht AfD! Ich bin Demokrat! https://t.co/jkehZmA8j8,negative
RT @abasletravail: Die völkische Hegemonie im Osten hat eine nicht wegzudenkende patriarchale Dimension. https://t.co/7Q8M2R73Pk #nika #btw…,neutral
Heißer Tipp für die #nrw17 in AT: @kpoeplus wählen! https://t.co/tplPGfg8xz #linke #füralle,negative
"RT @MalteKaufmann: Spalterischer Bundespräsident spricht von ""neuen Mauern"", die er durch verantwortungslose Politik mit aufgebaut hat.",negative
@realJohr @hankalinchen Was interessiert Gesetzesbrecherin #Merkel irgendwelche Gesetze? Sie ist das Gesetz.,negative
"RT @BastianBrauns: Was Grüne, AfD + FDP gemeinsam haben? Ne gute Kampagne zur #BTW17",negative
Eine Analyse f. Wahlkampfmanager v. @LucasGerrits,negative
RT @Blazer_MUC: #Munich München,neutral
#afd #oktoberfest #pegida #fcbayern https://t.co/y…,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/wyFvQ2sFR3,negative
Und dann hat er sich umgedreht und Angela Merkel unterstützt,negative
die keinerlei Obergrenzen kennt. https://t.co/T2DCbSefKC,negative
RT @krippmarie: Verbreitet der #Focus „bewusste und gezielte Falschmeldung“ um die #AfD zu spalten? https://t.co/nz4tL9RuTM via… ,negative
RT @geh_weiter: @DoraBromberger Wir lieben unser Land,negative
"All die Korruption, die Union",negative
Wir lieben unser Land,positive
"RT @LangeNase: Mehr hat die einstige Volkspartei @CDU nicht zu bieten?Wie armselig,  d.konnten #Honeckers besser. Ich fühl mich wi… ",positive
RT @inimigo: Angela Merkel decreta três dias de luto oficial pela saída de Passos Coelho da liderança do PSD https://t.co/R1EXmkHyol,negative
RT @BeluboxDebria: @lawyerberlin Was für einen Müll so manche schreiben. AfD wurde doch offiziell im rechtlichen Rahmen gewählt. Das n… ,negative
RT @AfDBerlin: Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… ,negative
"RT @freivonReue: Komisch, irgendwie habe ich nicht mehr das Gefühl dass das Deutschland ist https://t.co/QYcl1qWVAd",positive
@T0MDubi @LAguja44 @Zaddik23 @janboehm Kommunistische Demokratie rofl Staatsbürgerkunde nicht aufgepasst.,negative
"Sehr geehrter Herr Steinmeier,",negative
es sind nicht Mauern entstanden sondern Mauren eingedrungen.,negative
Art. 16a GG wurde ver… https://t.co/u3Ndh3EsuB,negative
RT @BukowskisNephew: 2016 war #Seehofer noch ehrlicher was die Flüchtlingszahlen und deren Auswirkungen auf Deutschland betrifft.,positive
#CSU… ,negative
"RT @DietmarBartsch: Jetzt daran arbeiten, dass die Opposition links von Jamaika eine Alternative ist bei der nächsten Bundestagswahl! W… ",negative
RT @_Demokratie: @welt Bin ostdeutsch. Top3%-Verdiener. Promoviert. Führungsposition.  Wissenschaftlich in meinem Gebiet führend. In… ,neutral
Demokratie-Abgabe: Das bedeutet das neue Urteil zum Rundfunkbeitrag https://t.co/3bh2EiKhXe via @welt,neutral
#AfD-Kandidat für #Bundestagspräsidium: Der Trick mit der #Geschäftsordnung,negative
"Es gibt einen Weg, wie man den AfDler... https://t.co/xOWhdeFjbQ",positive
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"Zumal ja viele ehemalige Afd Wähler von CDU , SPD , usw gekommen sind .",negative
"Nazis,#Nazis ,Nazis",negative
Ich hab noch nie einen… https://t.co/AQb9M3M4Ym,negative
#Steinmeier u #Merkel sind die erbärmlichste Staatsführung aller Zeiten. #tagderdeutschenEinheit https://t.co/Hcab8bJ1Nm via @tichyseinblick,neutral
"RT @GermanyinGreece: Bundeskanzlerin #Merkel: ""Ein Tag der Freude"" https://t.co/AFH8gxp9nz #TDE2017 https://t.co/J8DjMzo9Lq",negative
"@DieterBrehms 87% aber nicht, und die Hetze kommt doch von der #Afd",negative
RT @BukowskisNephew: 2016 war #Seehofer noch ehrlicher was die Flüchtlingszahlen und deren Auswirkungen auf Deutschland betrifft.,positive
#CSU… ,negative
Stop animal testing for household cleaning products in the European Union! Plz sign: https://t.co/nvFXSNzdiu https://t.co/vMi7B3F3eY,positive
RT @_SubwayZ_: Merkel halt... https://t.co/GboUbHpiSC,negative
RT @KreuzAcht: Niedersächische Spitzenkandidatin zur Landtagswahl ist aus der #AfD-Fraktion Göttingen ausgeschlossen worden!,negative
#NoAfD,negative
RT @Hartes_Geld: Im Gegensatz zur (alternativlosen)  #Merkel neigt #SPD-Niete Martin Schulz zumindest im Ansatz zur Selbst-Reflexion… ,neutral
RT @IBSchwaben: Noch kurz vor der Wahl Merkel in Ulm bloßgestellt.,negative
"Aber auch nach der Wahl werden wir aktiv, sei dabei!",negative
Neuer Tweet/Retweet der Pankower #AfD-Abgeordneten aus Berlin: https://t.co/MYVUVzQ8ql,negative
"@welt @AlDavoodi die ""#demokratie"" wurde längst abgegeben....",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
"RT @tilsteff: Tillschneiders Kriegserklärung: Aus einer Mitteilung der #AfD-nahen Patriotischen Plattform zur @MitteDerAFD, des n… ",negative
RT @krk979: Wie war 1989/90 nochmals die Position Ihrer Partei zur Wiedervereinigung? Frage für einen Freund. https://t.co/yjN6Ewk8hL,negative
RT @SLapprich: @AmericanHotLips @danaceballos8 @Pontifex Beware of the unholy alliance between the Pope and the Muslim's and Obama and Herr…,neutral
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/AFU1m4Bpkv,negative
RT @PoliticsSense: Government preparing for ‘no deal’,negative
Juncker will tell Merkel not to sell us any more goods &amp; she'll agree.... NOT,positive
RT @AfDBerlin: Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… ,negative
"Bloßstellen reicht nicht, diese Regierung muß weg, sonst: https://t.co/c4bzbDKtqT https://t.co/dh6CNtrM5T",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @richardsandoval: Merkel completará 16 años en el poder en Alemania. Si fuera latina y de izquierda sería una maldita dictadora.Pero com…,positive
@seidel_wolfgang Er nennt mich Rechtspolitisch weil ich das Recht auf DEMOKRATIE verteidige SAD SAD CRAZY GUY!!,negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/ROdER2KuKZ,negative
Demokratie-Abgabe: Das bedeutet das neue Urteil zum Rundfunkbeitrag https://t.co/Uydx0h0Tu6 https://t.co/QdVb9unVyQ,neutral
"@DFoest @tzmuenchen @merkur_de Die AfD darf aber bitte keine Ausrede für eine ""Zwangskoalition"" sein. Wenn jemand K… https://t.co/QVFe0Q1rNJ",negative
RT @Hartes_Geld: Im Gegensatz zur (alternativlosen)  #Merkel neigt #SPD-Niete Martin Schulz zumindest im Ansatz zur Selbst-Reflexion… ,neutral
RT @wmoebius: @zeitonline @lugreven Die Angstbürger ernst nehmen die #AfD gewählt haben? Und was ist mit den Ängsten vor der AfD… ,negative
RT @AfDBerlin: Für die #AfD ist Linksextremismus genauso ein REALES Problem wie Rechtsextremismus &amp; muss ebenso geahndet werden!… ,negative
die Möglichkeiten sind selbst in einem reichen Land wie Deutschland begrenzt – 'das boot ist voll'? ,negative
im ernst?? https://t.co/J82oKrE7Wd,negative
RT @UbbelohdeBerlin: Übrigens: Grüne und SPD waren gegen die Wiedervereinigung!,negative
#TagderDeutschenEinheit #AfD,negative
#Merkel #HauAb! https://t.co/knfNVvDqvu,negative
@jordanjryan I hope not!! Him and Mrs Merkel are nervous about the black hole we eventually leave for them to fill… https://t.co/iUKHr9Fk3V,negative
Man kann über viele Dinge reden. Aber paritätisches Wahlrecht? #Frauenquote im Bundestag? Was hat das mit Demokratie zu tun?,negative
"@ElanmanS4 @Big_Bad_John_4 @markpalexander @BrexitCentral @michaelgove The Fall of Rome, Empire to collapse. Heck t… https://t.co/TTyzAyD8Ra",positive
"RT @dushanwegner: Die Regierung ignoriert das einfache Volk und castet sich lieber ein neues. Wenn das nicht nach ""in letzten Zügen""… ",negative
RT @17plus9: Unsere Goldschätzchen in #Merkelland wollten mal wieder ausgehen. https://t.co/fKThoZcWcP #afd #merkelmussweg,negative
RT @krk979: Wie war 1989/90 nochmals die Position Ihrer Partei zur Wiedervereinigung? Frage für einen Freund. https://t.co/yjN6Ewk8hL,negative
"RT @LibertinKeule: Ein Bundespräsident, der im Hinterzimmer von Funktionären ausgeklüngelt und von einer zur Farce degenerierten Abnic… ",negative
"RT @TomaszFroelich: Von den #Medien künstlich inszenierter ""Machtkampf"" zwischen #Meuthen und #Weidel, der keiner ist. Journalistischer Off…",negative
RT @bengie_d: Heißer Tipp für die #nrw17 in AT: @kpoeplus wählen! https://t.co/tplPGfg8xz #linke #füralle,negative
RT @kingsize66: Die #AfD eine Gefahr? Der Historiker Gerd #Koenen riskiert einen mitleidigen Blick auf die Rechtspopulisten. Erfris… ,negative
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507056365 https://t.co/SITItFYtS1,neutral
"#TagderDeutschenEinheit #Merkel Weltbild und Tat von S. seien durchaus ambivalent, aber individuelle und politische… https://t.co/Y0fGhhKNzh",negative
RT @Juergen_Fritz: @RegSprecher Aufruf an alle CDU-Mitglieder: Treten Sie aus dem Merkel-Vasallen-Verein aus! https://t.co/HyqfX81YQf,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
"RT @ichhabwut: Was geht hier ab? Seit ihr des Wahnsinns, solche Leute laufen zulassen? #IrrenhausDeutschland ",negative
Ihr Kotzt mich nur n… ,negative
RT @jochen_rohrberg: #Merkel will monatlich hunderte Flüchtlinge aus Italien u. Griechenland.,negative
Sie hat noch nicht genug,negative
"RT @beton_finger: Merkel aus der Tonne. Ich will dem Redepult Designer nix unterstellen. Aber hey, gut gemacht. https://t.co/K2fWbJecVK",positive
RT @Jonas_Hermann: An diesem Interview mit dem Störenfried vom Dienst a. k. a. Thilo Sarrazin kommt man nicht vorbei.… ,negative
"RT @LibertinKeule: Ein Bundespräsident, der im Hinterzimmer von Funktionären ausgeklüngelt und von einer zur Farce degenerierten Abnic… ",negative
Wählt das Richtige: #AfD #Niedersachsen17,negative
und #FPOE #RadikalFeminin #DefendEuropa ,negative
#Orban #Catalonia #FreeNikolai… https://t.co/y24QlLLr1A,negative
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
Entwicklung der Demokratie in Frankreich... https://t.co/8IpND7fOof,negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
"Wer bei der #BTW17 sagt, 88% hätten ja nicht #AfD gewählt, hofiert die Wähler von #NPD, #DieRechte und #MLPD. ",negative
#Bundestagswahl #Deutschland,positive
NASOP -#AfD Den ganzen Feiertag DDR Scheisse öff./rechtl. - Abends noch ein Honecker Film. DDR1 kaputt gemacht nun… https://t.co/AzlWrryz8b,positive
RT @ShakRiet: Das ist sogar der wegeilenden #Merkel zu peinlich: Hingestellte Jubelbürger mit Winkelementen grüßen zum #tdde2017.,neutral
https://t…,negative
RT @Zaretten: Endlich wieder schöne Bilder. Man muss halt zu den richtigen Partys gehen. Wusste schon Erich Honecker. https://t.co/Y2COc1QL…,positive
RT @AlternativeNds: #BesserFuerNiedersachsen: #AfD!,negative
Unsere #LtwNds-Spitzenkandidatin @Dana_Guth_AfD setzt sich für die Landwirtschaft i… ,negative
Ja! Lesen! https://t.co/oa942r4Jks,negative
